date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:55:22	211248/211248	---M--	200	added ('OK')	image/jpeg	etag:%2264f6d27d-33930%22	https://templates.hibootstrap.com/sanu/default/assets/images/campus-information/campus-2.jpg	C:/My%20Web%20Sites/lms/templates.hibootstrap.com/sanu/default/assets/images/campus-information/campus-2.jpg	(from https://templates.hibootstrap.com/sanu/default/index-3.html)
15:55:22	150403/150403	---M--	200	added ('OK')	image/jpeg	etag:%2264f6d285-24b83%22	https://templates.hibootstrap.com/sanu/default/assets/images/health-care/health-care-7.jpg	C:/My%20Web%20Sites/lms/templates.hibootstrap.com/sanu/default/assets/images/health-care/health-care-7.jpg	(from https://templates.hibootstrap.com/sanu/default/index-3.html)
15:55:28	175460/175460	---M--	200	added ('OK')	image/jpeg	etag:%2264f6d266-2ad64%22	https://templates.hibootstrap.com/sanu/default/assets/images/news/news-4.jpg	C:/My%20Web%20Sites/lms/templates.hibootstrap.com/sanu/default/assets/images/news/news-4.jpg	(from https://templates.hibootstrap.com/sanu/default/index-3.html)
15:55:30	94096/94096	---M--	200	added ('OK')	image/jpeg	etag:%2264f6d24b-16f90%22	https://templates.hibootstrap.com/sanu/default/assets/images/academics/academic-8.jpg	C:/My%20Web%20Sites/lms/templates.hibootstrap.com/sanu/default/assets/images/academics/academic-8.jpg	(from https://templates.hibootstrap.com/sanu/default/academics-details.html)
15:55:34	80990/80990	---M--	200	added ('OK')	image/jpeg	etag:%2264f6d24b-13c5e%22	https://templates.hibootstrap.com/sanu/default/assets/images/academics/academic-9.jpg	C:/My%20Web%20Sites/lms/templates.hibootstrap.com/sanu/default/assets/images/academics/academic-9.jpg	(from https://templates.hibootstrap.com/sanu/default/academics-details.html)
15:55:36	69579/69579	---M--	200	added ('OK')	image/jpeg	etag:%2264f6d267-10fcb%22	https://templates.hibootstrap.com/sanu/default/assets/images/news/news-7.jpg	C:/My%20Web%20Sites/lms/templates.hibootstrap.com/sanu/default/assets/images/news/news-7.jpg	(from https://templates.hibootstrap.com/sanu/default/latest-news.html)
15:55:37	5878/5878	---M--	200	added ('OK')	image/png	etag:%2264f6d260-16f6%22	https://templates.hibootstrap.com/sanu/default/assets/images/courses/review-1.png	C:/My%20Web%20Sites/lms/templates.hibootstrap.com/sanu/default/assets/images/courses/review-1.png	(from https://templates.hibootstrap.com/sanu/default/news-details.html)
15:55:37	125634/125634	---M--	200	added ('OK')	image/jpeg	etag:%2264f6d267-1eac2%22	https://templates.hibootstrap.com/sanu/default/assets/images/news/news-6.jpg	C:/My%20Web%20Sites/lms/templates.hibootstrap.com/sanu/default/assets/images/news/news-6.jpg	(from https://templates.hibootstrap.com/sanu/default/latest-news.html)
15:55:37	6118/6118	---M--	200	added ('OK')	image/png	etag:%2264f6d261-17e6%22	https://templates.hibootstrap.com/sanu/default/assets/images/courses/review-2.png	C:/My%20Web%20Sites/lms/templates.hibootstrap.com/sanu/default/assets/images/courses/review-2.png	(from https://templates.hibootstrap.com/sanu/default/news-details.html)
15:55:41	169657/169657	---M--	200	added ('OK')	image/jpeg	etag:%2264f6d212-296b9%22	https://templates.hibootstrap.com/sanu/default/assets/images/faq-img.jpg	C:/My%20Web%20Sites/lms/templates.hibootstrap.com/sanu/default/assets/images/faq-img.jpg	(from https://templates.hibootstrap.com/sanu/default/faq.html)
15:55:43	66152/66152	---M--	200	added ('OK')	image/jpeg	etag:%2264f6d260-10268%22	https://templates.hibootstrap.com/sanu/default/assets/images/courses/courses-4.jpg	C:/My%20Web%20Sites/lms/templates.hibootstrap.com/sanu/default/assets/images/courses/courses-4.jpg	(from https://templates.hibootstrap.com/sanu/default/courses-details.html)
15:55:45	61256/61256	---M--	200	added ('OK')	image/jpeg	etag:%2264f6d25f-ef48%22	https://templates.hibootstrap.com/sanu/default/assets/images/courses/instructor.jpg	C:/My%20Web%20Sites/lms/templates.hibootstrap.com/sanu/default/assets/images/courses/instructor.jpg	(from https://templates.hibootstrap.com/sanu/default/courses-details.html)
